Prekë;Pavadinimas;Barkodas;Grupë;Vartotojas;Sandëlis;Kiekis;Pard. kaina<br>(be PVM);Pard. suma;PVM proc.;PVM suma;Suma;Grupës pav.
KJV-L-RATK;"Vyr. kojinës";KJV-L-RATK;KOJINES;-;-;TAUB;7,0000;0,3729;2,6100;21,0000;0,5400;3,1500;Kojinës
KJV-T-D3271;"Vyr. kojinës";KJV-T-D3271;KOJINES;-;-;TAUB;8,0000;0,3300;2,6400;21,0000;0,5600;3,2000;Kojinës
KJV-T-JST;"Vyr. kojinës";KJV-T-JST;KOJINES;-;-;TAUB;10,0000;0,3300;3,3000;21,0000;0,7000;4,0000;Kojinës
KJV-T-M3272;"Vyr. kojinës";KJV-T-M3272;KOJINES;-;-;TAUB;12,0000;0,3300;3,9600;21,0000;0,8400;4,8000;Kojinës
KJV-T-SHUOG;"Vyr. kojinës";KJV-T-SHUOG;KOJINES;-;-;TAUB;30,0000;0,3300;9,9000;21,0000;2,1000;12,0000;Kojinës
KLFG-B536;Kelnaitës;KLFG-B536;KELNAITES;-;-;TAUB;1,0000;2,4800;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLFG-B805;Kelnaitës;KLFG-B805;KELNAITES;-;-;TAUB;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;"Moteriðkos kelnaitës"
KLFG-B9486;Kelnaitës;KLFG-B9486;KELNAITES;-;-;TAUB;5,0000;3,3100;16,5500;21,0000;3,4500;20,0000;"Moteriðkos kelnaitës"
KLJ1-B1713;Kelnaitës;KLJ1-B1713;KELNAITES;-;-;TAUB;1,0000;0,6600;0,6600;21,0000;0,1400;0,8000;"Moteriðkos kelnaitës"
KLJ1-B31738;Kelnaitës;KLJ1-B31738;KELNAITES;-;-;TAUB;3,0000;0,6600;1,9800;21,0000;0,4200;2,4000;"Moteriðkos kelnaitës"
KLJ1-B6003;Kelnaitës;KLJ1-B6003;KELNAITES;-;-;TAUB;13,0000;0,6600;8,5800;21,0000;1,8200;10,4000;"Moteriðkos kelnaitës"
KLJ1-B6004;Kelnaitës;KLJ1-B6004;KELNAITES;-;-;TAUB;23,0000;0,6604;15,1900;21,0000;3,2100;18,4000;"Moteriðkos kelnaitës"
KLJ1-B6005;Kelnaitës;KLJ1-B6005;KELNAITES;-;-;TAUB;16,0000;0,6600;10,5600;21,0000;2,2400;12,8000;"Moteriðkos kelnaitës"
KLJ1-B6014;Kelnaitës;KLJ1-B6014;KELNAITES;-;-;TAUB;19,0000;0,6605;12,5500;21,0000;2,6500;15,2000;"Moteriðkos kelnaitës"
KLJ1-B764-2;Kelnaitës;KLJ1-B764-2;KELNAITES;-;-;TAUB;2,0000;0,6600;1,3200;21,0000;0,2800;1,6000;"Moteriðkos kelnaitës"
KLJ1-D6061;Kelnaitës;KLJ1-D6061;KELNAITES;-;-;TAUB;2,0000;0,6600;1,3200;21,0000;0,2800;1,6000;"Moteriðkos kelnaitës"
KLJ1-LILI;Kelnaitës;KLJ1-LILI;KELNAITES;-;-;TAUB;5,0000;0,6600;3,3000;21,0000;0,7000;4,0000;"Moteriðkos kelnaitës"
KLJ2-B20932;Kelnaitës;KLJ2-B20932;KELNAITES;-;-;TAUB;1,0000;0,9900;0,9900;21,0000;0,2100;1,2000;"Moteriðkos kelnaitës"
KLJ2-B31735;Kelnaitës;KLJ2-B31735;KELNAITES;-;-;TAUB;7,0000;0,8257;5,7800;21,0000;1,2200;7,0000;"Moteriðkos kelnaitës"
KLJ2-B6065;Kelnaitës;KLJ2-B6065;KELNAITES;-;-;TAUB;1,0000;0,8300;0,8300;21,0000;0,1700;1,0000;"Moteriðkos kelnaitës"
KLJ2-B61719;Kelnaitës;KLJ2-B61719;KELNAITES;-;-;TAUB;4,0000;0,9925;3,9700;21,0000;0,8300;4,8000;"Moteriðkos kelnaitës"
KLJ2-BM203;Kelnaitës;KLJ2-BM203;KELNAITES;-;-;TAUB;1,0000;0,8300;0,8300;21,0000;0,1700;1,0000;"Moteriðkos kelnaitës"
KLJ4-B0105;Kelnaitës;KLJ4-B0105;KELNAITES;-;-;TAUB;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLJ4-B1856;Kelnaitës;KLJ4-B1856;KELNAITES;-;-;TAUB;4,0000;1,4025;5,6100;21,0000;1,1900;6,8000;"Moteriðkos kelnaitës"
KLJ4-B1857;Kelnaitës;KLJ4-B1857;KELNAITES;-;-;TAUB;2,0000;1,4000;2,8000;21,0000;0,6000;3,4000;"Moteriðkos kelnaitës"
KLJ4-B1866;Kelnaitës;KLJ4-B1866;KELNAITES;-;-;TAUB;5,0000;1,2400;6,2000;21,0000;1,3000;7,5000;"Moteriðkos kelnaitës"
KLJ4-B39246;Kelnaitës;KLJ4-B39246;KELNAITES;-;-;TAUB;1,0000;1,4000;1,4000;21,0000;0,3000;1,7000;"Moteriðkos kelnaitës"
KLJ4-B835;Kelnaitës;KLJ4-B835;KELNAITES;-;-;TAUB;3,0000;1,2400;3,7200;21,0000;0,7800;4,5000;"Moteriðkos kelnaitës"
KLJ4-B86071;Kelnaitës;KLJ4-B86071;KELNAITES;-;-;TAUB;1,0000;1,4000;1,4000;21,0000;0,3000;1,7000;"Moteriðkos kelnaitës"
KLJ4-B874;Kelnaitës;KLJ4-B874;KELNAITES;-;-;TAUB;9,0000;1,2400;11,1600;21,0000;2,3400;13,5000;"Moteriðkos kelnaitës"
KLJ4-D6216;Kelnaitës;KLJ4-D6216;KELNAITES;-;-;TAUB;4,0000;1,2400;4,9600;21,0000;1,0400;6,0000;"Moteriðkos kelnaitës"
KLJ5-D2373;Kelnaitës;KLJ5-D2373;KELNAITES;-;-;TAUB;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"Moteriðkos kelnaitës"
KLJ5-D901-1;Kelnaitës;KLJ5-D901-1;KELNAITES;-;-;TAUB;2,0000;2,0700;4,1400;21,0000;0,8600;5,0000;"Moteriðkos kelnaitës"
KLM1-K42508;Kelnaitës;KLM1-K42508;KELNAITES;-;-;TAUB;2,0000;0,6600;1,3200;21,0000;0,2800;1,6000;"Moteriðkos kelnaitës"
KLM1-K42510;Kelnaitës;KLM1-K42510;KELNAITES;-;-;TAUB;2,0000;0,6600;1,3200;21,0000;0,2800;1,6000;"Moteriðkos kelnaitës"
KLM1-K42512;Kelnaitës;KLM1-K42512;KELNAITES;-;-;TAUB;1,0000;0,6600;0,6600;21,0000;0,1400;0,8000;"Moteriðkos kelnaitës"
KLM2-B3671;Kelnaitës;KLM2-B3671;KELNAITES;-;-;TAUB;4,0000;0,9900;3,9600;21,0000;0,8400;4,8000;"Moteriðkos kelnaitës"
KLM2-D3114;Kelnaitës;KLM2-D3114;KELNAITES;-;-;TAUB;1,0000;0,8300;0,8300;21,0000;0,1700;1,0000;"Moteriðkos kelnaitës"
KLM2-D3119;Kelnaitës;KLM2-D3119;KELNAITES;-;-;TAUB;1,0000;0,9900;0,9900;21,0000;0,2100;1,2000;"Moteriðkos kelnaitës"
KLM2-D3170;Kelnaitës;KLM2-D3170;KELNAITES;-;-;TAUB;3,0000;0,9900;2,9700;21,0000;0,6300;3,6000;"Moteriðkos kelnaitës"
KLM2-K9020;Kelnaitës;KLM2-K9020;KELNAITES;-;-;TAUB;2,0000;0,9900;1,9800;21,0000;0,4200;2,4000;"Moteriðkos kelnaitës"
KLM4-B553926;Kelnaitës;KLM4-B553926;KELNAITES;-;-;TAUB;2,0000;1,4050;2,8100;21,0000;0,5900;3,4000;"Moteriðkos kelnaitës"
KLM4-B9808;Kelnaitës;KLM4-B9808;KELNAITES;-;-;TAUB;2,0000;1,4000;2,8000;21,0000;0,6000;3,4000;"Moteriðkos kelnaitës"
KLM4-B9812;Kelnaitës;KLM4-B9812;KELNAITES;-;-;TAUB;4,0000;1,4000;5,6000;21,0000;1,2000;6,8000;"Moteriðkos kelnaitës"
KLM4-CHGR7P;Kelnaitës;KLM4-CHGR7P;KELNAITES;-;-;TAUB;5,0000;0,9100;4,5500;21,0000;0,9500;5,5000;"Moteriðkos kelnaitës"
KLM4-CHGR8S;Kelnaitës;KLM4-CHGR8S;KELNAITES;-;-;TAUB;2,0000;1,2400;2,4800;21,0000;0,5200;3,0000;"Moteriðkos kelnaitës"
KLM4-D5412;Kelnaitës;KLM4-D5412;KELNAITES;-;-;TAUB;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-K542;Kelnaitës;KLM4-K542;KELNAITES;-;-;TAUB;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM4-K9959;Kelnaitës;KLM4-K9959;KELNAITES;-;-;TAUB;1,0000;1,2400;1,2400;21,0000;0,2600;1,5000;"Moteriðkos kelnaitës"
KLM5-B6617;Kelnaitës;KLM5-B6617;KELNAITES;-;-;TAUB;3,0000;1,6533;4,9600;21,0000;1,0400;6,0000;"Moteriðkos kelnaitës"
KLM5-B91821;Kelnaitës;KLM5-B91821;KELNAITES;-;-;TAUB;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"Moteriðkos kelnaitës"
KLM5-B91822;Kelnaitës;KLM5-B91822;KELNAITES;-;-;TAUB;6,0000;1,6517;9,9100;21,0000;2,0900;12,0000;"Moteriðkos kelnaitës"
KLM5-BLM585;Kelnaitës;KLM5-BLM585;KELNAITES;-;-;TAUB;4,0000;1,6525;6,6100;21,0000;1,3900;8,0000;"Moteriðkos kelnaitës"
KLST-B2398;Kelnaitës;KLST-B2398;KELNAITES;-;-;TAUB;3,0000;1,2400;3,7200;21,0000;0,7800;4,5000;"Moteriðkos kelnaitës"
KLST-B7887;Kelnaitës;KLST-B7887;KELNAITES;-;-;TAUB;6,0000;1,4000;8,4000;21,0000;1,8000;10,2000;"Moteriðkos kelnaitës"
KLST-B82011;Kelnaitës;KLST-B82011;KELNAITES;-;-;TAUB;5,0000;1,2400;6,2000;21,0000;1,3000;7,5000;"Moteriðkos kelnaitës"
KLV1-BH0017;"Vyr. kelnaitës";KLV1-BH0017;"VYR KELNAITES";-;-;TAUB;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"vyriðkos trumpikës"
KLV1-DH0011;"Vyr. kelnaitës";KLV1-DH0011;"VYR KELNAITES";-;-;TAUB;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"vyriðkos trumpikës"
KLV1-DH002;"Vyr. kelnaitës";KLV1-DH002;"VYR KELNAITES";-;-;TAUB;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"vyriðkos trumpikës"
KLV1-DREAM;"Vyr. kelnaitës";KLV1-DREAM;"VYR KELNAITES";-;-;TAUB;4,0000;1,6500;6,6000;21,0000;1,4000;8,0000;"vyriðkos trumpikës"
KLV2-D6294;"Vyr. kelnaitës";KLV2-D6294;"VYR KELNAITES";-;-;TAUB;1,0000;2,4800;2,4800;21,0000;0,5200;3,0000;"vyriðkos trumpikës"
KLV2-K333;"Vyr. kelnaitës";KLV2-K333;"VYR KELNAITES";-;-;TAUB;1,0000;2,4800;2,4800;21,0000;0,5200;3,0000;"vyriðkos trumpikës"
KLV2-K426;"Vyr. kelnaitës";KLV2-K426;"VYR KELNAITES";-;-;TAUB;2,0000;2,4800;4,9600;21,0000;1,0400;6,0000;"vyriðkos trumpikës"
KLV2-TOUCH;"Vyr. kelnaitës";KLV2-TOUCH;"VYR KELNAITES";-;-;TAUB;2,0000;2,4800;4,9600;21,0000;1,0400;6,0000;"vyriðkos trumpikës"
KLVD-B2229;"Vyr. kelnaitës";KLVD-B2229;"VYR KELNAITES";-;-;TAUB;1,0000;1,6500;1,6500;21,0000;0,3500;2,0000;"vyriðkos trumpikës"
KLVD-DREAM;"Vyr. kelnaitës";KLVD-DREAM;"VYR KELNAITES";-;-;TAUB;8,0000;1,6525;13,2200;21,0000;2,7800;16,0000;"vyriðkos trumpikës"
KOJINES;"Kojiniø perkainavimas";KOJINES;;-;-;TAUB;0,0000;0;0,0000;0,0000;0,0000;0,0000;
LIK-2018;"likuèiai 2018m";LIK-2018;;-;-;TAUB;0,0000;0;0,0000;0,0000;0,0000;0,0000;
LIKUC-19;"2019m likuèiai";LIKUC-19;;-;-;TAUB;0,0000;0;0,0000;0,0000;0,0000;0,0000;
LMB-3844;Liemenëlë;LMB-3844;LIEMENELE;-;-;TAUB;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;liemenëlë
LMB-B8758;Liemenëlë;LMB-B8758;LIEMENELE;-;-;TAUB;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMB-BLK620;Liemenëlë;LMB-BLK620;LIEMENELE;-;-;TAUB;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMB-D208;Liemenëlë;LMB-D208;LIEMENELE;-;-;TAUB;2,0000;2,8900;5,7800;21,0000;1,2200;7,0000;liemenëlë
LMB-D8612;Liemenëlë;LMB-D8612;LIEMENELE;-;-;TAUB;1,0000;4,9600;4,9600;21,0000;1,0400;6,0000;liemenëlë
LMB-K18402;Liemenëlë;LMB-K18402;LIEMENELE;-;-;TAUB;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;liemenëlë
LMB-K2004;Liemenëlë;LMB-K2004;LIEMENELE;-;-;TAUB;1,0000;2,8900;2,8900;21,0000;0,6100;3,5000;liemenëlë
LMB-K711;Liemenëlë;LMB-K711;LIEMENELE;-;-;TAUB;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMC-B1004;Liemenëlë;LMC-B1004;LIEMENELE;-;-;TAUB;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;liemenëlë
LMC-BLM620;Liemenëlë;LMC-BLM620;LIEMENELE;-;-;TAUB;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMC-D2173;Liemenëlë;LMC-D2173;LIEMENELE;-;-;TAUB;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMC-D2735;Liemenëlë;LMC-D2735;LIEMENELE;-;-;TAUB;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMC-D4982;Liemenëlë;LMC-D4982;LIEMENELE;-;-;TAUB;3,0000;2,8900;8,6700;21,0000;1,8300;10,5000;liemenëlë
LMC-D8356;Liemenëlë;LMC-D8356;LIEMENELE;-;-;TAUB;3,0000;2,8900;8,6700;21,0000;1,8300;10,5000;liemenëlë
LMC-D8636;Liemenëlë;LMC-D8636;LIEMENELE;-;-;TAUB;1,0000;5,3700;5,3700;21,0000;1,1300;6,5000;liemenëlë
LMC-D8645;Liemenëlë;LMC-D8645;LIEMENELE;-;-;TAUB;1,0000;4,9600;4,9600;21,0000;1,0400;6,0000;liemenëlë
LMC-DC403;Liemenëlë;LMC-DC403;LIEMENELE;-;-;TAUB;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMC-K53814;Liemenëlë;LMC-K53814;LIEMENELE;-;-;TAUB;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMC-K8014;Liemenëlë;LMC-K8014;LIEMENELE;-;-;TAUB;2,0000;3,3100;6,6200;21,0000;1,3800;8,0000;liemenëlë
LMD-BLJ620;Liemenëlë;LMD-BLJ620;LIEMENELE;-;-;TAUB;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;liemenëlë
LMD-BLK620;Liemenëlë;LMD-BLK620;LIEMENELE;-;-;TAUB;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;liemenëlë
LMD-BLM8840;Liemenëlë;LMD-BLM8840;LIEMENELE;-;-;TAUB;2,0000;4,5500;9,1000;21,0000;1,9000;11,0000;liemenëlë
LMD-BYALD;Liemenëlë;LMD-BYALD;LIEMENELE;-;-;TAUB;2,0000;3,3100;6,6200;21,0000;1,3800;8,0000;liemenëlë
LMD-D773;Liemenëlë;LMD-D773;LIEMENELE;-;-;TAUB;1,0000;4,1300;4,1300;21,0000;0,8700;5,0000;liemenëlë
LMD-D8340;Liemenëlë;LMD-D8340;LIEMENELE;-;-;TAUB;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMDD-BYALDD;Liemenëlë;LMDD-BYALDD;LIEMENELE;-;-;TAUB;4,0000;3,7200;14,8800;21,0000;3,1200;18,0000;liemenëlë
LMDD-K1532;Liemenëlë;LMDD-K1532;LIEMENELE;-;-;TAUB;1,0000;3,7200;3,7200;21,0000;0,7800;4,5000;liemenëlë
LMDD-YALDD-1;Liemenëlë;LMDD-YALDD-1;LIEMENELE;-;-;TAUB;5,0000;3,7200;18,6000;21,0000;3,9000;22,5000;liemenëlë
LMD-KH100;Liemenëlë;LMD-KH100;LIEMENELE;-;-;TAUB;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMF-D8378;Liemenëlë;LMF-D8378;LIEMENELE;-;-;TAUB;1,0000;3,3100;3,3100;21,0000;0,6900;4,0000;liemenëlë
LMSP-D11020;Liemenëlë;LMSP-D11020;LIEMENELE;-;-;TAUB;2,0000;3,7200;7,4400;21,0000;1,5600;9,0000;liemenëlë
MAIS-2;Maiðelis;MAIS-2;MAISELIAI;-;-;TAUB;7,0000;0,0814;0,5700;21,0000;0,1300;0,7000;MAISELIAI
MAIS-3;Maiðelis;MAIS-3;MAISELIAI;-;-;TAUB;10,0000;0,1210;1,2100;21,0000;0,2900;1,5000;MAISELIAI
MAIS-LENK;Maiðelis;MAIS-LENK;MAISELIAI;-;-;TAUB;75,0000;0,0100;0,7500;21,0000;0,0000;0,7500;MAISELIAI
MK-9K-BK276;"Maud. kostiumas";MK-9K-BK276;MAUDYMOSI;-;-;TAUB;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;"maudymosi kostiumai"
MZ-97-1357;Megztinis;MZ-97-1357;MEGZTINIAI;-;-;TAUB;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-97-8210;Megztinis;MZ-97-8210;MEGZTINIAI;-;-;TAUB;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-97-8787;Megztinis;MZ-97-8787;MEGZTINIAI;-;-;TAUB;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Megztiniai
MZ-97-89251;Megztinis;MZ-97-89251;MEGZTINIAI;-;-;TAUB;3,0000;8,2600;24,7800;21,0000;5,1900;29,9700;Megztiniai
MZ-97-8929;Megztinis;MZ-97-8929;MEGZTINIAI;-;-;TAUB;2,0000;12,3900;24,7800;21,0000;5,2000;29,9800;Megztiniai
MZ-97-9407;Megztinis;MZ-97-9407;MEGZTINIAI;-;-;TAUB;2,0000;8,2600;16,5200;21,0000;3,4600;19,9800;Megztiniai
MZ-97-9408;Megztinis;MZ-97-9408;MEGZTINIAI;-;-;TAUB;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Megztiniai
MZ-97-9449;Megztinis;MZ-97-9449;MEGZTINIAI;-;-;TAUB;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-97-9739;Megztinis;MZ-97-9739;MEGZTINIAI;-;-;TAUB;3,0000;5,3700;16,1100;21,0000;3,3900;19,5000;Megztiniai
MZ-97-9769;Megztinis;MZ-97-9769;MEGZTINIAI;-;-;TAUB;2,0000;5,3700;10,7400;21,0000;2,2600;13,0000;Megztiniai
MZ-97-97702;Megztinis;MZ-97-97702;MEGZTINIAI;-;-;TAUB;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-97-G700;Megztinis;MZ-97-G700;MEGZTINIAI;-;-;TAUB;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-97-G708;Megztinis;MZ-97-G708;MEGZTINIAI;-;-;TAUB;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-98-9727;Megztinis;MZ-98-9727;MEGZTINIAI;-;-;TAUB;1,0000;5,3700;5,3700;21,0000;1,1300;6,5000;Megztiniai
MZ-99-2678;Megztinis;MZ-99-2678;MEGZTINIAI;-;-;TAUB;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-9K-1706;Megztinis;MZ-9K-1706;MEGZTINIAI;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-1707;Megztinis;MZ-9K-1707;MEGZTINIAI;-;-;TAUB;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-9K-2161;Megztinis;MZ-9K-2161;MEGZTINIAI;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-6682;Megztinis;MZ-9K-6682;MEGZTINIAI;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-6725;Megztinis;MZ-9K-6725;MEGZTINIAI;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-6765;Megztinis;MZ-9K-6765;MEGZTINIAI;-;-;TAUB;2,0000;16,5200;33,0400;21,0000;6,9400;39,9800;Megztiniai
MZ-9K-7856;Megztinis;MZ-9K-7856;MEGZTINIAI;-;-;TAUB;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-9K-7866;Megztinis;MZ-9K-7866;MEGZTINIAI;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-9810;Megztinis;MZ-9K-9810;MEGZTINIAI;-;-;TAUB;6,0000;12,3900;74,3400;21,0000;15,6000;89,9400;Megztiniai
MZ-9K-99L;Megztinis;MZ-9K-99L;MEGZTINIAI;-;-;TAUB;8,0000;8,2600;66,0800;21,0000;13,8400;79,9200;Megztiniai
MZ-9K-99T;Megztinis;MZ-9K-99T;MEGZTINIAI;-;-;TAUB;2,0000;8,2600;16,5200;21,0000;3,4600;19,9800;Megztiniai
MZ-9K-A35;Megztinis;MZ-9K-A35;MEGZTINIAI;-;-;TAUB;1,0000;12,3900;12,3900;21,0000;2,6000;14,9900;Megztiniai
MZ-9K-A61;Megztinis;MZ-9K-A61;MEGZTINIAI;-;-;TAUB;4,0000;16,5200;66,0800;21,0000;13,8800;79,9600;Megztiniai
MZ-9K-A952;Megztinis;MZ-9K-A952;MEGZTINIAI;-;-;TAUB;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-9K-A995;Megztinis;MZ-9K-A995;MEGZTINIAI;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-AS464;Megztinis;MZ-9K-AS464;MEGZTINIAI;-;-;TAUB;-1,0000;16,5200;-16,5200;21,0000;-3,4700;-19,9900;Megztiniai
MZ-9K-AS464;Megztinis;MZ-9K-AS464;MEGZTINIAI;-;-;TAUB;4,0000;16,5200;66,0800;21,0000;13,8800;79,9600;Megztiniai
MZ-9K-HS548;Megztinis;MZ-9K-HS548;MEGZTINIAI;-;-;TAUB;2,0000;14,0400;28,0800;21,0000;5,9000;33,9800;Megztiniai
MZ-9K-HS843;Megztinis;MZ-9K-HS843;MEGZTINIAI;-;-;TAUB;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-9K-HS846;Megztinis;MZ-9K-HS846;MEGZTINIAI;-;-;TAUB;1,0000;14,0400;14,0400;21,0000;2,9500;16,9900;Megztiniai
MZ-9K-HS880;Megztinis;MZ-9K-HS880;MEGZTINIAI;-;-;TAUB;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZ-9K-W5208;Megztinis;MZ-9K-W5208;MEGZTINIAI;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-W7823;Megztinis;MZ-9K-W7823;MEGZTINIAI;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Megztiniai
MZ-9K-W7937;Megztinis;MZ-9K-W7937;MEGZTINIAI;-;-;TAUB;3,0000;16,5200;49,5600;21,0000;10,4100;59,9700;Megztiniai
MZSK-97-9887;Suknelë;MZSK-97-9887;SUKNELES;-;-;TAUB;1,0000;16,5200;16,5200;21,0000;3,4700;19,9900;Suknelës
PA-19-AWSAR;Palaidinë;PA-19-AWSAR;PALAIDINES;-;-;TAUB;1,0000;3,3000;3,3000;21,0000;0,6900;3,9900;Palaidinës
PA-19-DUNA;Palaidinë;PA-19-DUNA;PALAIDINES;-;-;TAUB;6,0000;3,3000;19,8000;21,0000;4,1400;23,9400;Palaidinës
PA-19-MEGI;Palaidinë;PA-19-MEGI;PALAIDINES;-;-;TAUB;6,0000;2,0683;12,4100;21,0000;2,5900;15,0000;Palaidinës
PA-19-VERA;Palaidinë;PA-19-VERA;PALAIDINES;-;-;TAUB;3,0000;2,0700;6,2100;21,0000;1,2900;7,5000;Palaidinës
PA-19-WOM;Palaidinë;PA-19-WOM;PALAIDINES;-;-;TAUB;17,0000;2,0676;35,1500;21,0000;7,3500;42,5000;Palaidinës
PA-91-AWSAR;Palaidinë;PA-91-AWSAR;PALAIDINES;-;-;TAUB;3,0000;3,3000;9,9000;21,0000;2,0700;11,9700;Palaidinës
PA-91-FREE;Palaidinë;PA-91-FREE;PALAIDINES;-;-;TAUB;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Palaidinës
PA-91-VIVAP;Palaidinë;PA-91-VIVAP;PALAIDINES;-;-;TAUB;1,0000;2,0700;2,0700;21,0000;0,4300;2,5000;Palaidinës
PA-92-7514;Palaidinë;PA-92-7514;PALAIDINES;-;-;TAUB;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-92-A2629;Palaidinë;PA-92-A2629;PALAIDINES;-;-;TAUB;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-92-A2641;Palaidinë;PA-92-A2641;PALAIDINES;-;-;TAUB;4,0000;6,2000;24,8000;21,0000;5,2000;30,0000;Palaidinës
PA-92-F8190;Palaidinë;PA-92-F8190;PALAIDINES;-;-;TAUB;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
PA-93-DUNA;Palaidinë;PA-93-DUNA;PALAIDINES;-;-;TAUB;3,0000;3,3000;9,9000;21,0000;2,0700;11,9700;Palaidinës
PA-93-F8366;Palaidinë;PA-93-F8366;PALAIDINES;-;-;TAUB;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-93-F8403;Palaidinë;PA-93-F8403;PALAIDINES;-;-;TAUB;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-93-P5350;Palaidinë;PA-93-P5350;PALAIDINES;-;-;TAUB;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-93-P6888;Palaidinë;PA-93-P6888;PALAIDINES;-;-;TAUB;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Palaidinës
PA-93-VIVA;Palaidinë;PA-93-VIVA;PALAIDINES;-;-;TAUB;1,0000;4,5500;4,5500;21,0000;0,9500;5,5000;Palaidinës
PA-94-01;Palaidinë;PA-94-01;PALAIDINES;-;-;TAUB;1,0000;4,9500;4,9500;21,0000;1,0400;5,9900;Palaidinës
PA-94-8556;Palaidinë;PA-94-8556;PALAIDINES;-;-;TAUB;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-94-K6-4;Palaidinë;PA-94-K6-4;PALAIDINES;-;-;TAUB;1,0000;6,2000;6,2000;21,0000;1,3000;7,5000;Palaidinës
PA-96-M7097;Palaidinë;PA-96-M7097;PALAIDINES;-;-;TAUB;1,0000;8,2600;8,2600;21,0000;1,7300;9,9900;Palaidinës
